car.Location.X,0.340000
car.Location.Y,0.000000
car.Location.Z,18.330000
car.LinearVelocity.X,0.000000
car.LinearVelocity.Y,0.000000
car.LinearVelocity.Z,8.400000
car.Quaternion.X,0.000003
car.Quaternion.Y,0.008548
car.Quaternion.Z,0.000003
car.Quaternion.W,0.999963
car.AngularVelocity.X,0.000000
car.AngularVelocity.Y,-0.000300
car.AngularVelocity.Z,0.000000
car.Wheel0.LocalRestPosition.X,51.500000
car.Wheel0.LocalRestPosition.Y,-26.670000
car.Wheel0.LocalRestPosition.Z,-5.950000
car.Wheel0.PresetRestPosition.X,51.500000
car.Wheel0.PresetRestPosition.Y,-26.670000
car.Wheel0.PresetRestPosition.Z,-5.950000
car.Wheel0.WheelRadius,13.500000
car.Wheel0.GetSuspensionDistance,-1.991199
car.Wheel1.LocalRestPosition.X,51.500000
car.Wheel1.LocalRestPosition.Y,26.670000
car.Wheel1.LocalRestPosition.Z,-5.950000
car.Wheel1.PresetRestPosition.X,51.500000
car.Wheel1.PresetRestPosition.Y,26.670000
car.Wheel1.PresetRestPosition.Z,-5.950000
car.Wheel1.WheelRadius,13.500000
car.Wheel1.GetSuspensionDistance,-1.990907
car.Wheel2.LocalRestPosition.X,-35.750000
car.Wheel2.LocalRestPosition.Y,-35.000000
car.Wheel2.LocalRestPosition.Z,-5.910000
car.Wheel2.PresetRestPosition.X,-35.750000
car.Wheel2.PresetRestPosition.Y,-35.000000
car.Wheel2.PresetRestPosition.Z,-5.910000
car.Wheel2.WheelRadius,15.000000
car.Wheel2.GetSuspensionDistance,-1.959658
car.Wheel3.LocalRestPosition.X,-35.750000
car.Wheel3.LocalRestPosition.Y,35.000000
car.Wheel3.LocalRestPosition.Z,-5.910000
car.Wheel3.PresetRestPosition.X,-35.750000
car.Wheel3.PresetRestPosition.Y,35.000000
car.Wheel3.PresetRestPosition.Z,-5.910000
car.Wheel3.WheelRadius,15.000000
car.Wheel3.GetSuspensionDistance,-1.959276
car.LocalCollisionExtent.X,65.746178
car.LocalCollisionExtent.Y,40.260502
car.LocalCollisionExtent.Z,15.150000
car.LocalCollisionOffset.X,12.500000
car.LocalCollisionOffset.Y,0.000000
car.LocalCollisionOffset.Z,11.750000
car.CarMesh.Translation.X,0.000000
car.CarMesh.Translation.Y,0.000000
car.CarMesh.Translation.Z,0.004848
