frame,input.bJump,input.bJumped,input.Pitch,input.Yaw,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
24,False,False,0.000000,0.000000,0.610000,0.000000,89.959999,2.950000,0.000000,396.649994,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
25,False,False,0.000000,0.000000,0.630000,0.000000,93.220001,2.950000,0.000000,391.229980,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
26,False,False,0.000000,0.000000,0.650000,0.000000,96.439995,2.950000,0.000000,385.809998,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
27,False,False,0.000000,0.000000,0.670000,0.000000,99.610001,2.950000,0.000000,380.389984,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
28,False,False,0.000000,0.000000,0.690000,0.000000,102.729996,2.950000,0.000000,374.970001,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
29,False,False,0.000000,0.000000,0.710000,0.000000,105.809998,2.950000,0.000000,369.549988,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
30,False,False,0.000000,0.000000,0.730000,0.000000,108.839996,2.950000,0.000000,364.130005,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
31,False,False,0.000000,0.000000,0.750000,0.000000,111.829994,2.950000,0.000000,358.709991,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
32,False,False,0.000000,0.000000,0.770000,0.000000,114.769997,2.950000,0.000000,353.289978,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
33,False,False,0.000000,0.000000,0.790000,0.000000,117.669998,2.950000,0.000000,347.869995,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
34,False,False,0.000000,0.000000,0.810000,0.000000,120.519997,2.950000,0.000000,342.449982,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
35,False,False,0.000000,0.000000,0.830000,0.000000,123.329994,2.950000,0.000000,337.029999,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
36,False,False,0.000000,0.000000,0.850000,0.000000,126.089996,2.950000,0.000000,331.609985,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
37,False,False,0.000000,0.000000,0.870000,0.000000,128.809998,2.950000,0.000000,326.190002,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
38,False,False,0.000000,0.000000,0.890000,0.000000,131.479996,2.950000,0.000000,320.769989,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
39,False,False,0.000000,0.000000,0.910000,0.000000,134.110001,2.950000,0.000000,315.350006,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
40,False,False,0.000000,0.000000,0.930000,0.000000,136.690002,2.950000,0.000000,309.929993,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
41,False,False,0.000000,0.000000,0.950000,0.000000,139.229996,2.950000,0.000000,304.509979,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
42,False,False,0.000000,0.000000,0.970000,0.000000,141.720001,2.950000,0.000000,299.089996,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
43,False,False,0.000000,0.000000,0.990000,0.000000,144.169998,2.950000,0.000000,293.669983,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
44,False,False,0.000000,0.000000,1.010000,0.000000,146.569992,2.950000,0.000000,288.250000,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
45,False,False,0.000000,0.000000,1.030000,0.000000,148.929993,2.950000,0.000000,282.829987,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
46,False,False,0.000000,0.000000,1.050000,0.000000,151.239990,2.950000,0.000000,277.410004,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
47,False,False,0.000000,0.000000,1.070000,0.000000,153.509995,2.950000,0.000000,271.989990,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
48,False,False,0.000000,0.000000,1.090000,0.000000,155.729996,2.950000,0.000000,266.570007,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
49,False,False,0.000000,0.000000,1.110000,0.000000,157.910004,2.950000,0.000000,261.149994,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
50,False,False,0.000000,0.000000,1.130000,0.000000,160.039993,2.950000,0.000000,255.729996,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
51,False,False,0.000000,0.000000,1.150000,0.000000,162.129990,2.950000,0.000000,250.309998,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
52,False,False,0.000000,0.000000,1.170000,0.000000,164.169998,2.950000,0.000000,244.889999,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
53,False,False,0.000000,0.000000,1.190000,0.000000,166.169998,2.950000,0.000000,239.470001,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
54,False,False,0.000000,0.000000,1.210000,0.000000,168.119995,2.950000,0.000000,234.049988,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
55,False,False,0.000000,0.000000,1.230000,0.000000,170.029999,2.950000,0.000000,228.629990,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
56,False,False,0.000000,0.000000,1.250000,0.000000,171.889999,2.950000,0.000000,223.209991,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
57,False,False,0.000000,0.000000,1.270000,0.000000,173.699997,2.950000,0.000000,217.789993,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
58,False,False,0.000000,0.000000,1.290000,0.000000,175.470001,2.950000,0.000000,212.369995,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
59,False,False,0.000000,0.000000,1.310000,0.000000,177.190002,2.950000,0.000000,206.949997,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
60,False,False,0.000000,0.000000,1.330000,0.000000,178.869995,2.950000,0.000000,201.529999,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
61,False,False,0.000000,0.000000,1.350000,0.000000,180.500000,2.950000,0.000000,196.110001,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
62,False,False,0.000000,0.000000,1.370000,0.000000,182.089996,2.950000,0.000000,190.690002,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
63,False,False,0.000000,0.000000,1.390000,0.000000,183.629990,2.950000,0.000000,185.269989,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
64,False,False,0.000000,0.000000,1.410000,0.000000,185.129990,2.950000,0.000000,179.849991,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
65,False,False,0.000000,0.000000,1.430000,0.000000,186.580002,2.950000,0.000000,174.429993,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
66,False,False,0.000000,0.000000,1.450000,0.000000,187.989990,2.950000,0.000000,169.009995,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
67,False,False,0.000000,0.000000,1.470000,0.000000,189.349991,2.950000,0.000000,163.589996,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
68,False,False,0.000000,0.000000,1.490000,0.000000,190.669998,2.950000,0.000000,158.169998,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
69,False,False,0.000000,0.000000,1.510000,0.000000,191.940002,2.950000,0.000000,152.750000,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
70,False,False,0.000000,0.000000,1.530000,0.000000,193.169998,2.950000,0.000000,147.330002,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
71,True,True,-1.000000,1.000000,4.500000,2.950000,194.349991,356.500000,353.609985,141.910004,-0.006385,0.013894,0.000375,0.999883,-1.531800,1.316600,0.101600
72,True,True,-1.000000,1.000000,7.470000,5.900000,195.489990,356.489990,353.600006,136.489990,-0.018901,0.024733,0.001114,0.999515,-3.002300,2.601700,0.201900
73,True,True,-1.000000,1.000000,10.440000,8.849999,196.580002,356.489990,353.600006,131.069992,-0.037292,0.040782,0.002215,0.998469,-4.136600,3.613700,0.281300
74,True,True,-1.000000,1.000000,13.410000,11.800000,197.629990,356.489990,353.600006,125.649994,-0.060182,0.060905,0.003601,0.996321,-4.122900,3.629200,0.282400
75,True,True,-1.000000,1.000000,16.379999,14.750000,198.629990,356.489990,353.600006,120.229996,-0.082964,0.081033,0.004988,0.993240,-4.112900,3.640500,0.282300
76,True,True,-1.000000,1.000000,19.350000,17.699999,199.589996,356.489990,353.600006,114.809998,-0.105628,0.101134,0.006374,0.989229,-4.105700,3.648700,0.281700
77,True,True,-1.000000,1.000000,22.320000,20.650000,200.500000,356.489990,353.600006,109.389999,-0.128162,0.121170,0.007755,0.984293,-4.100500,3.654700,0.280800
78,True,True,-1.000000,1.000000,25.289999,23.600000,201.369995,356.489990,353.600006,103.970001,-0.150556,0.141120,0.009131,0.978435,-4.096700,3.659000,0.279800
79,True,True,-1.000000,1.000000,28.260000,26.549999,202.190002,356.489990,353.600006,98.549995,-0.172793,0.160957,0.010496,0.971661,-4.094000,3.662100,0.278800
80,True,True,-1.000000,1.000000,31.230000,29.500000,202.970001,356.489990,353.600006,93.129997,-0.194858,0.180654,0.011850,0.963978,-4.092000,3.664300,0.278000
81,True,True,-1.000000,1.000000,34.200001,32.450001,203.699997,356.489990,353.600006,87.709999,-0.216734,0.200188,0.013193,0.955394,-4.090600,3.665900,0.277300
82,True,True,-1.000000,1.000000,37.169998,35.399998,204.389999,356.489990,353.600006,82.290001,-0.238400,0.219545,0.014526,0.945915,-4.089700,3.667100,0.276700
83,True,True,-1.000000,1.000000,40.139999,38.349998,205.029999,356.489990,353.600006,76.869995,-0.259839,0.238702,0.015842,0.935550,-4.089000,3.667900,0.276200
84,True,True,-1.000000,1.000000,43.110001,41.299999,205.629990,356.489990,353.600006,71.449997,-0.281029,0.257638,0.017142,0.924311,-4.088500,3.668400,0.275800
85,True,True,-1.000000,1.000000,46.079998,44.250000,206.179993,356.489990,353.600006,66.029999,-0.301956,0.276336,0.018426,0.912207,-4.088200,3.668800,0.275500
86,True,True,-1.000000,1.000000,49.049999,47.200001,206.690002,356.489990,353.600006,60.609997,-0.322602,0.294775,0.019694,0.899248,-4.087900,3.669100,0.275200
87,True,True,-1.000000,1.000000,52.020000,50.149998,207.149994,356.489990,353.600006,55.189999,-0.342940,0.312940,0.020940,0.885450,-4.087700,3.669300,0.275000
88,True,True,-1.000000,1.000000,54.989998,53.099998,207.559998,356.489990,353.600006,49.770000,-0.362961,0.330813,0.022170,0.870822,-4.087600,3.669500,0.274800
89,True,True,-1.000000,1.000000,57.959999,56.049999,207.779999,356.489990,353.600006,26.930000,-0.382641,0.348378,0.023378,0.855378,-4.087500,3.669600,0.274700
90,True,True,-1.000000,1.000000,60.930000,59.000000,207.879990,356.489990,353.600006,12.080000,-0.401960,0.365620,0.024565,0.839134,-4.087500,3.669700,0.274600
91,True,True,-1.000000,1.000000,63.899998,61.949997,207.899994,356.489990,353.600006,2.430000,-0.420901,0.382517,0.025725,0.822108,-4.087400,3.669700,0.274500
92,True,True,-1.000000,1.000000,66.869995,64.900002,207.869995,356.489990,353.600006,-3.830000,-0.439448,0.399057,0.026863,0.804311,-4.087400,3.669700,0.274400
93,True,True,-1.000000,1.000000,69.839996,67.849998,207.799988,356.489990,353.600006,-7.900000,-0.457586,0.415226,0.027975,0.785761,-4.087400,3.669700,0.274400
94,True,True,-1.000000,1.000000,72.809998,70.799995,207.709991,356.489990,353.600006,-10.550000,-0.475297,0.431005,0.029059,0.766474,-4.087400,3.669700,0.274400
95,True,True,-1.000000,1.000000,75.779999,73.750000,207.610001,356.489990,353.600006,-12.270000,-0.492560,0.446381,0.030117,0.746473,-4.087400,3.669800,0.274400
96,True,True,-1.000000,1.000000,78.750000,76.699997,207.500000,356.489990,353.600006,-13.389999,-0.509365,0.461340,0.031147,0.725770,-4.087400,3.669800,0.274300
97,True,True,-1.000000,1.000000,81.720001,79.650002,207.379990,356.489990,353.600006,-14.120000,-0.525690,0.475869,0.032150,0.704390,-4.087400,3.669800,0.274300
98,True,True,-1.000000,1.000000,84.689995,82.599998,207.259995,356.489990,353.600006,-14.589999,-0.541524,0.489949,0.033121,0.682352,-4.087400,3.669800,0.274300
99,True,True,-1.000000,1.000000,87.659996,85.549995,207.139999,356.489990,353.600006,-14.900000,-0.556850,0.503571,0.034060,0.659677,-4.087400,3.669800,0.274300
100,True,True,-1.000000,1.000000,90.629997,88.500000,207.009995,356.489990,353.600006,-15.099999,-0.571659,0.516724,0.034967,0.636380,-4.087400,3.669800,0.274300
101,True,True,-1.000000,1.000000,93.599998,91.449997,206.879990,356.489990,353.600006,-15.230000,-0.585934,0.529391,0.035840,0.612489,-4.087400,3.669800,0.274300
102,True,True,-1.000000,1.000000,96.570000,94.400002,206.750000,356.489990,353.600006,-15.309999,0.599658,-0.541561,-0.036682,-0.588027,-4.087400,3.669800,0.274300
103,True,True,-1.000000,1.000000,99.540001,97.349998,206.619995,356.489990,353.600006,-15.360000,0.612825,-0.553225,-0.037491,-0.563011,-4.087400,3.669800,0.274300
104,True,True,-1.000000,1.000000,102.509995,100.299995,206.489990,356.489990,353.600006,-15.400000,0.625411,-0.564376,-0.038263,-0.537472,-4.087400,3.669800,0.274200
105,True,True,-1.000000,1.000000,105.479996,103.250000,206.360001,356.489990,353.600006,-15.420000,0.637416,-0.574998,-0.039002,-0.511426,-4.087400,3.669800,0.274200
106,True,True,-1.000000,1.000000,108.449997,106.199997,206.229996,356.489990,353.600006,-15.429999,0.648822,-0.585081,-0.039703,-0.484905,-4.087400,3.669800,0.274200
107,True,True,-1.000000,1.000000,111.419998,109.149994,206.099991,356.489990,353.600006,-15.440000,0.659619,-0.594619,-0.040367,-0.457931,-4.087400,3.669800,0.274200
108,True,True,-1.000000,1.000000,114.389999,112.099998,205.970001,356.489990,353.600006,-15.450000,0.669805,-0.603596,-0.040993,-0.430525,-4.087400,3.669800,0.274200
109,True,True,-1.000000,1.000000,117.360001,115.049995,205.839996,356.489990,353.600006,-15.450000,0.679359,-0.612012,-0.041581,-0.402720,-4.087400,3.669800,0.274200
110,True,True,-1.000000,1.000000,120.329994,118.000000,205.709991,356.489990,353.600006,-15.450000,0.688276,-0.619856,-0.042131,-0.374538,-4.087400,3.669800,0.274200
111,True,True,-1.000000,1.000000,123.299995,120.949997,205.580002,356.489990,353.600006,-15.450000,0.696553,-0.627118,-0.042638,-0.346005,-4.087300,3.669800,0.274200
112,True,True,-1.000000,1.000000,126.269997,123.899994,205.449997,356.489990,353.600006,-15.450000,0.704179,-0.633791,-0.043107,-0.317148,-4.087300,3.669900,0.274200
113,True,True,-1.000000,1.000000,129.239990,126.849998,205.319992,356.489990,353.600006,-15.450000,0.711146,-0.639871,-0.043539,-0.287994,-4.087300,3.669900,0.274200
114,True,True,-1.000000,1.000000,132.209991,129.800003,205.190002,356.489990,353.600006,-15.450000,0.717448,-0.645352,-0.043927,-0.258571,-4.087300,3.669900,0.274200
115,True,True,-1.000000,1.000000,135.179993,132.750000,205.059998,356.489990,353.600006,-15.450000,0.723080,-0.650229,-0.044273,-0.228905,-4.087300,3.669900,0.274200
116,True,True,-1.000000,1.000000,138.149994,135.699997,204.929993,356.489990,353.600006,-15.450000,0.728031,-0.654502,-0.044580,-0.199023,-4.087300,3.669900,0.274200
117,True,True,-1.000000,1.000000,141.119995,138.649994,204.799988,356.489990,353.600006,-15.450000,0.732303,-0.658160,-0.044844,-0.168958,-4.087300,3.669900,0.274200
118,True,True,-1.000000,1.000000,144.089996,141.599991,204.669998,356.489990,353.600006,-15.450000,0.735890,-0.661202,-0.045066,-0.138730,-4.087300,3.669900,0.274200
119,True,True,-1.000000,1.000000,147.059998,144.550003,204.539993,356.489990,353.600006,-15.450000,0.738790,-0.663624,-0.045244,-0.108374,-4.087300,3.669900,0.274200
120,True,True,-1.000000,1.000000,150.029999,147.500000,204.409988,356.489990,353.600006,-15.450000,0.740997,-0.665426,-0.045384,-0.077920,-4.087300,3.669900,0.274200
121,True,True,-1.000000,1.000000,153.000000,150.449997,204.279999,356.489990,353.600006,-15.450000,0.742509,-0.666608,-0.045481,-0.047391,-4.087300,3.669900,0.274200
122,True,True,-1.000000,1.000000,155.970001,153.399994,204.149994,356.489990,353.600006,-15.450000,0.743328,-0.667163,-0.045535,-0.016818,-4.087300,3.669900,0.274200
123,True,True,-1.000000,1.000000,158.940002,156.349991,204.019989,356.489990,353.600006,-15.450000,0.743453,-0.667093,-0.045546,0.013770,-4.087300,3.669900,0.274200
124,True,True,-1.000000,1.000000,161.910004,159.300003,203.889999,356.489990,353.600006,-15.450000,0.742879,-0.666403,-0.045513,0.044348,-4.087300,3.669900,0.274200
125,True,True,-1.000000,1.000000,164.879990,162.250000,203.759995,356.489990,353.600006,-15.450000,0.741612,-0.665087,-0.045438,0.074883,-4.087300,3.669900,0.274200
126,True,True,-1.000000,1.000000,167.849991,165.199997,203.629990,356.489990,353.600006,-15.450000,0.739649,-0.663150,-0.045319,0.105347,-4.087300,3.669900,0.274200
127,True,True,-1.000000,1.000000,170.819992,168.149994,203.500000,356.489990,353.600006,-15.450000,0.736994,-0.660593,-0.045157,0.135715,-4.087300,3.669900,0.274200
128,True,True,-1.000000,1.000000,173.789993,171.099991,203.369995,356.489990,353.600006,-15.450000,0.733651,-0.657415,-0.044958,0.165953,-4.087300,3.669900,0.274200
129,True,True,-1.000000,1.000000,176.759995,174.050003,203.239990,356.489990,353.600006,-15.450000,0.729622,-0.653623,-0.044715,0.196034,-4.087300,3.669900,0.274200
130,True,True,-1.000000,1.000000,179.729996,177.000000,203.110001,356.489990,353.600006,-15.450000,0.724909,-0.649220,-0.044429,0.225932,-4.087300,3.669900,0.274200
131,True,True,-1.000000,1.000000,182.699997,179.949997,202.979996,356.489990,353.600006,-15.450000,0.719520,-0.644208,-0.044100,0.255620,-4.087300,3.669900,0.274200
132,True,True,-1.000000,1.000000,185.669998,182.899994,202.849991,356.489990,353.600006,-15.450000,0.713453,-0.638598,-0.043733,0.285070,-4.087300,3.669900,0.274200
133,True,True,-1.000000,1.000000,188.639999,185.849991,202.720001,356.489990,353.600006,-15.450000,0.706721,-0.632388,-0.043323,0.314251,-4.087300,3.669900,0.274200
134,True,True,-1.000000,1.000000,191.610001,188.800003,202.589996,356.489990,353.600006,-15.450000,0.699328,-0.625586,-0.042875,0.343140,-4.087300,3.669900,0.274200
135,True,True,-1.000000,1.000000,194.580002,191.750000,202.459991,356.489990,353.600006,-15.450000,0.691279,-0.618200,-0.042384,0.371706,-4.087300,3.669900,0.274200
136,True,True,-1.000000,1.000000,197.550003,194.699997,202.330002,356.489990,353.600006,-15.450000,0.682586,-0.610232,-0.041856,0.399926,-4.087300,3.669900,0.274200
137,True,True,-1.000000,1.000000,200.519989,197.649994,202.199997,356.489990,353.600006,-15.450000,0.673255,-0.601692,-0.041284,0.427774,-4.087300,3.669900,0.274200
138,True,True,-1.000000,1.000000,203.489990,200.599991,202.069992,356.489990,353.600006,-15.450000,0.663294,-0.592591,-0.040674,0.455217,-4.087300,3.669900,0.274200
139,True,True,-1.000000,1.000000,206.459991,203.550003,201.940002,356.489990,353.600006,-15.450000,0.652714,-0.582934,-0.040027,0.482235,-4.087300,3.669900,0.274200
140,True,True,-1.000000,1.000000,209.429993,206.500000,201.809998,356.489990,353.600006,-15.450000,0.641520,-0.572733,-0.039342,0.508804,-4.087300,3.669900,0.274200
141,True,True,-1.000000,1.000000,212.399994,209.449997,201.679993,356.489990,353.600006,-15.450000,0.629723,-0.561997,-0.038624,0.534899,-4.087300,3.669900,0.274200
142,True,True,-1.000000,1.000000,215.369995,212.399994,201.550003,356.489990,353.600006,-15.450000,0.617340,-0.550733,-0.037869,0.560492,-4.087300,3.669900,0.274200
143,True,True,-1.000000,1.000000,218.339996,215.349991,201.419998,356.489990,353.600006,-15.450000,0.604376,-0.538956,-0.037076,0.585561,-4.087300,3.669900,0.274200
144,True,True,-1.000000,1.000000,221.309998,218.299988,201.289993,356.489990,353.600006,-15.450000,0.590848,-0.526672,-0.036250,0.610083,-4.087300,3.669900,0.274200
145,True,True,-1.000000,1.000000,224.279999,221.250000,201.159988,356.489990,353.600006,-15.450000,0.576768,-0.513897,-0.035393,0.634032,-4.087300,3.669900,0.274200
146,True,True,-1.000000,1.000000,227.250000,224.199997,201.029999,356.489990,353.600006,-15.450000,0.562148,-0.500642,-0.034497,0.657387,-4.087300,3.669900,0.274200
147,True,True,-1.000000,1.000000,230.220001,227.149994,200.899994,356.489990,353.600006,-15.450000,0.547005,-0.486917,-0.033569,0.680125,-4.087300,3.669900,0.274200
148,True,True,-1.000000,1.000000,233.189987,230.099991,200.769989,356.489990,353.600006,-15.450000,0.531349,-0.472740,-0.032614,0.702226,-4.087300,3.669900,0.274200
149,True,True,-1.000000,1.000000,236.159988,233.049988,200.639999,356.489990,353.600006,-15.450000,0.515191,-0.458120,-0.031627,0.723674,-4.087300,3.669900,0.274200
150,True,True,-1.000000,1.000000,239.129990,236.000000,200.470001,356.489990,353.600006,-20.859999,0.503118,-0.447341,-0.030516,0.738801,-4.008100,3.489700,0.312800
151,True,True,-1.000000,1.000000,242.099991,238.949997,200.250000,356.489990,353.600006,-26.269999,0.491136,-0.436794,-0.029043,0.753095,-3.932000,3.315400,0.352600
152,True,True,-1.000000,1.000000,245.069992,241.899994,199.989990,356.489990,353.600006,-31.679998,0.479257,-0.426490,-0.027220,0.766602,-3.858900,3.146700,0.393600
153,True,True,-1.000000,1.000000,248.039993,244.849991,199.679993,356.489990,353.600006,-37.090000,0.467496,-0.416434,-0.025045,0.779361,-3.788700,2.983400,0.435800
154,True,True,-1.000000,1.000000,251.009995,247.799988,199.330002,356.489990,353.600006,-42.500000,0.455859,-0.406637,-0.022531,0.791411,-3.721200,2.825300,0.479200
155,True,True,-1.000000,1.000000,253.979996,250.750000,198.929993,356.489990,353.600006,-47.910000,0.444358,-0.397099,-0.019683,0.802790,-3.656400,2.672300,0.523800
156,True,True,-1.000000,1.000000,256.949982,253.699997,198.489990,356.489990,353.600006,-53.320000,0.432996,-0.387831,-0.016500,0.813529,-3.594100,2.524100,0.569700
157,True,True,-1.000000,1.000000,259.919983,256.649994,198.000000,356.489990,353.600006,-58.730000,0.421780,-0.378827,-0.012988,0.823664,-3.534300,2.380700,0.616800
158,True,True,-1.000000,1.000000,262.889984,259.600006,197.470001,356.489990,353.600006,-64.139999,0.410715,-0.370093,-0.009158,0.833223,-3.476800,2.241800,0.665100
159,True,True,-1.000000,1.000000,265.859985,262.549988,196.889999,356.489990,353.600006,-69.549995,0.399802,-0.361628,-0.005004,0.842234,-3.421500,2.107300,0.714700
160,True,True,-1.000000,1.000000,268.829987,265.500000,196.269989,356.489990,353.600006,-74.959999,0.389039,-0.353433,-0.000537,0.850725,-3.368400,1.977100,0.765500
161,True,True,-1.000000,1.000000,271.799988,268.449982,195.599991,356.489990,353.600006,-80.369995,0.378428,-0.345508,0.004248,0.858719,-3.317300,1.851100,0.817500
162,True,True,-1.000000,1.000000,274.769989,271.399994,194.889999,356.489990,353.600006,-85.779999,0.367972,-0.337848,0.009341,0.866238,-3.268100,1.729100,0.870800
