frame,input.bJump,input.bJumped,input.Pitch,input.Yaw,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
22,False,False,0.000000,0.000000,0.590000,0.000000,84.580002,2.960000,0.000000,407.529999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
23,False,False,0.000000,0.000000,0.610000,0.000000,87.930000,2.960000,0.000000,402.109985,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
24,False,False,0.000000,0.000000,0.630000,0.000000,91.239998,2.960000,0.000000,396.690002,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
25,False,False,0.000000,0.000000,0.650000,0.000000,94.500000,2.960000,0.000000,391.269989,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
26,False,False,0.000000,0.000000,0.670000,0.000000,97.720001,2.960000,0.000000,385.850006,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
27,False,False,0.000000,0.000000,0.690000,0.000000,100.889999,2.960000,0.000000,380.429993,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
28,False,False,0.000000,0.000000,0.710000,0.000000,104.019997,2.960000,0.000000,375.009979,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
29,False,False,0.000000,0.000000,0.730000,0.000000,107.099998,2.960000,0.000000,369.589996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
30,False,False,0.000000,0.000000,0.750000,0.000000,110.129997,2.960000,0.000000,364.169983,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
31,False,False,0.000000,0.000000,0.770000,0.000000,113.119995,2.960000,0.000000,358.750000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
32,False,False,0.000000,0.000000,0.790000,0.000000,116.059998,2.960000,0.000000,353.329987,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
33,False,False,0.000000,0.000000,0.810000,0.000000,118.959999,2.960000,0.000000,347.910004,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
34,False,False,0.000000,0.000000,0.830000,0.000000,121.809998,2.960000,0.000000,342.489990,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
35,False,False,0.000000,0.000000,0.850000,0.000000,124.619995,2.960000,0.000000,337.070007,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
36,False,False,0.000000,0.000000,0.870000,0.000000,127.379997,2.960000,0.000000,331.649994,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
37,False,False,0.000000,0.000000,0.890000,0.000000,130.099991,2.960000,0.000000,326.229980,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
38,False,False,0.000000,0.000000,0.910000,0.000000,132.770004,2.960000,0.000000,320.809998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
39,False,False,0.000000,0.000000,0.930000,0.000000,135.399994,2.960000,0.000000,315.389984,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
40,False,False,0.000000,0.000000,0.950000,0.000000,137.979996,2.960000,0.000000,309.970001,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
41,False,False,0.000000,0.000000,0.970000,0.000000,140.520004,2.960000,0.000000,304.549988,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
42,False,False,0.000000,0.000000,0.990000,0.000000,143.009995,2.960000,0.000000,299.130005,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
43,False,False,0.000000,0.000000,1.010000,0.000000,145.459991,2.960000,0.000000,293.709991,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
44,False,False,0.000000,0.000000,1.030000,0.000000,147.860001,2.960000,0.000000,288.290009,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
45,False,False,0.000000,0.000000,1.050000,0.000000,150.220001,2.960000,0.000000,282.869995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
46,False,False,0.000000,0.000000,1.070000,0.000000,152.529999,2.960000,0.000000,277.449982,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
47,False,False,0.000000,0.000000,1.090000,0.000000,154.800003,2.960000,0.000000,272.029999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
48,False,False,0.000000,0.000000,1.110000,0.000000,157.019989,2.960000,0.000000,266.609985,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
49,False,False,0.000000,0.000000,1.130000,0.000000,159.199997,2.960000,0.000000,261.190002,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
50,False,False,0.000000,0.000000,1.150000,0.000000,161.330002,2.960000,0.000000,255.769989,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
51,False,False,0.000000,0.000000,1.170000,0.000000,163.419998,2.960000,0.000000,250.349991,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
52,False,False,0.000000,0.000000,1.190000,0.000000,165.459991,2.960000,0.000000,244.929993,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
53,False,False,0.000000,0.000000,1.210000,0.000000,167.459991,2.960000,0.000000,239.509995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
54,False,False,0.000000,0.000000,1.230000,0.000000,169.410004,2.960000,0.000000,234.089996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
55,False,False,0.000000,0.000000,1.250000,0.000000,171.319992,2.960000,0.000000,228.669998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
56,False,False,0.000000,0.000000,1.270000,0.000000,173.179993,2.960000,0.000000,223.250000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
57,False,False,0.000000,0.000000,1.290000,0.000000,175.000000,2.960000,0.000000,217.830002,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
58,False,False,0.000000,0.000000,1.310000,0.000000,176.769989,2.960000,0.000000,212.409988,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
59,False,False,0.000000,0.000000,1.330000,0.000000,178.489990,2.960000,0.000000,206.989990,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
60,False,False,0.000000,0.000000,1.350000,0.000000,180.169998,2.960000,0.000000,201.569992,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
61,False,False,0.000000,0.000000,1.370000,0.000000,181.800003,2.960000,0.000000,196.149994,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
62,False,False,0.000000,0.000000,1.390000,0.000000,183.389999,2.960000,0.000000,190.729996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
63,False,False,0.000000,0.000000,1.410000,0.000000,184.929993,2.960000,0.000000,185.309998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
64,False,False,0.000000,0.000000,1.430000,0.000000,186.429993,2.960000,0.000000,179.889999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
65,False,False,0.000000,0.000000,1.450000,0.000000,187.879990,2.960000,0.000000,174.470001,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
66,False,False,0.000000,0.000000,1.470000,0.000000,189.289993,2.960000,0.000000,169.050003,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
67,False,False,0.000000,0.000000,1.490000,0.000000,190.649994,2.960000,0.000000,163.629990,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
68,False,False,0.000000,0.000000,1.510000,0.000000,191.970001,2.960000,0.000000,158.209991,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
69,False,False,0.000000,0.000000,1.530000,0.000000,193.239990,2.960000,0.000000,152.789993,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
70,False,False,0.000000,0.000000,1.550000,0.000000,194.470001,2.960000,0.000000,147.369995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
71,True,True,-1.000000,0.090000,5.730000,0.000000,195.649994,501.089996,0.000000,141.949997,-0.000763,0.016290,0.000040,0.999867,-0.183100,1.858300,0.010300
72,True,True,0.000000,0.000000,9.910000,0.000000,196.789993,501.089996,0.000000,136.529999,-0.002258,0.031584,0.000084,0.999498,-0.359200,3.672000,0.013100
73,True,True,0.000000,0.000000,14.090000,0.000000,197.879990,501.089996,0.000000,131.110001,-0.004459,0.054237,0.000132,0.998518,-0.528400,5.442200,0.015600
74,True,True,0.000000,0.000000,18.270000,0.000000,198.929993,501.089996,0.000000,125.689995,-0.007329,0.084038,0.000181,0.996436,-0.527500,5.474600,0.013500
75,True,True,0.000000,0.000000,22.449999,0.000000,199.929993,501.089996,0.000000,120.269997,-0.010194,0.113893,0.000224,0.993441,-0.524700,5.474800,0.011700
76,True,True,0.000000,0.000000,26.629999,0.000000,200.889999,501.089996,0.000000,114.849998,-0.013037,0.143645,0.000262,0.989543,-0.522700,5.475000,0.010200
77,True,True,0.000000,0.000000,30.809999,0.000000,201.800003,501.089996,0.000000,109.430000,-0.015858,0.173268,0.000294,0.984747,-0.521400,5.475200,0.009000
78,True,True,0.000000,0.000000,34.989998,0.000000,202.669998,501.089996,0.000000,104.009995,-0.018658,0.202735,0.000321,0.979056,-0.520500,5.475300,0.008100
79,True,True,0.000000,0.000000,39.169998,0.000000,203.489990,501.089996,0.000000,98.589996,-0.021436,0.232018,0.000343,0.972475,-0.519900,5.475300,0.007400
80,True,True,0.000000,0.000000,43.349998,0.000000,204.269989,501.089996,0.000000,93.169998,-0.024193,0.261090,0.000364,0.965011,-0.519500,5.475400,0.006800
81,True,True,0.000000,0.000000,47.529999,0.000000,205.000000,501.089996,0.000000,87.750000,-0.026928,0.289926,0.000380,0.956670,-0.519200,5.475400,0.006400
82,True,True,0.000000,0.000000,51.709999,0.000000,205.690002,501.089996,0.000000,82.330002,-0.029636,0.318502,0.000397,0.947459,-0.519000,5.475400,0.006100
83,True,True,0.000000,0.000000,55.889999,0.000000,206.330002,501.089996,0.000000,76.909996,-0.032318,0.346787,0.000413,0.937387,-0.518900,5.475400,0.005800
84,True,True,0.000000,0.000000,60.070000,0.000000,206.929993,501.089996,0.000000,71.489998,-0.034967,0.374754,0.000423,0.926465,-0.518800,5.475400,0.005600
85,True,True,0.000000,0.000000,64.250000,0.000000,207.479996,501.089996,0.000000,66.070000,-0.037583,0.402380,0.000434,0.914701,-0.518800,5.475400,0.005500
86,True,True,0.000000,0.000000,68.430000,0.000000,207.989990,501.089996,0.000000,60.649998,-0.040167,0.429646,0.000445,0.902103,-0.518800,5.475400,0.005400
87,True,True,0.000000,0.000000,72.610001,0.000000,208.449997,501.089996,0.000000,55.230000,-0.042713,0.456517,0.000456,0.888688,-0.518800,5.475400,0.005300
88,True,True,0.000000,0.000000,76.790001,0.000000,208.869995,501.089996,0.000000,49.809998,-0.045222,0.482974,0.000467,0.874466,-0.518800,5.475400,0.005200
89,True,True,0.000000,0.000000,80.970001,0.000000,209.089996,501.089996,0.000000,26.949999,-0.047687,0.508993,0.000477,0.859449,-0.518800,5.475400,0.005200
90,True,True,0.000000,0.000000,85.150002,0.000000,209.190002,501.089996,0.000000,12.099999,-0.050110,0.534548,0.000483,0.843651,-0.518800,5.475400,0.005200
91,True,True,0.000000,0.000000,89.329994,0.000000,209.209991,501.089996,0.000000,2.440000,-0.052489,0.559618,0.000488,0.827087,-0.518800,5.475400,0.005200
92,True,True,0.000000,0.000000,93.509995,0.000000,209.179993,501.089996,0.000000,-3.830000,-0.054819,0.584180,0.000494,0.809770,-0.518800,5.475400,0.005100
93,True,True,0.000000,0.000000,97.689995,0.000000,209.110001,501.089996,0.000000,-7.900000,-0.057096,0.608214,0.000499,0.791717,-0.518800,5.475400,0.005100
94,True,True,0.000000,0.000000,101.869995,0.000000,209.019989,501.089996,0.000000,-10.550000,-0.059324,0.631693,0.000504,0.772945,-0.518800,5.475400,0.005100
95,True,True,0.000000,0.000000,106.049995,0.000000,208.919998,501.089996,0.000000,-12.270000,-0.061498,0.654599,0.000510,0.753470,-0.518800,5.475400,0.005100
96,True,True,0.000000,0.000000,110.229996,0.000000,208.809998,501.089996,0.000000,-13.389999,-0.063613,0.676912,0.000515,0.733310,-0.518800,5.475400,0.005100
97,True,True,0.000000,0.000000,114.409996,0.000000,208.690002,501.089996,0.000000,-14.120000,-0.065674,0.698610,0.000521,0.712482,-0.518800,5.475400,0.005100
98,True,True,0.000000,0.000000,118.589996,0.000000,208.569992,501.089996,0.000000,-14.589999,-0.067675,0.719671,0.000526,0.691009,-0.518800,5.475400,0.005100
99,True,True,0.000000,0.000000,122.769997,0.000000,208.449997,501.089996,0.000000,-14.900000,-0.069612,0.740080,0.000531,0.668906,-0.518800,5.475400,0.005100
100,True,True,0.000000,0.000000,126.949997,0.000000,208.319992,501.089996,0.000000,-15.099999,-0.071489,0.759813,0.000537,0.646199,-0.518800,5.475400,0.005100
101,True,True,0.000000,0.000000,131.129990,0.000000,208.190002,501.089996,0.000000,-15.230000,-0.073302,0.778856,0.000542,0.622904,-0.518800,5.475400,0.005100
102,True,True,0.000000,0.000000,135.309998,0.000000,208.059998,501.089996,0.000000,-15.309999,-0.075045,0.797192,0.000542,0.599043,-0.518800,5.475400,0.005100
103,True,True,0.000000,0.000000,139.489990,0.000000,207.929993,501.089996,0.000000,-15.360000,-0.076722,0.814804,0.000542,0.574637,-0.518800,5.475400,0.005100
104,True,True,0.000000,0.000000,143.669998,0.000000,207.799988,501.089996,0.000000,-15.400000,-0.078330,0.831676,0.000542,0.549708,-0.518800,5.475400,0.005100
105,True,True,0.000000,0.000000,147.849991,0.000000,207.669998,501.089996,0.000000,-15.420000,-0.079862,0.847791,0.000542,0.524282,-0.518800,5.475400,0.005100
106,True,True,0.000000,0.000000,152.029999,0.000000,207.539993,501.089996,0.000000,-15.429999,-0.081324,0.863138,0.000542,0.498376,-0.518800,5.475400,0.005100
107,True,True,0.000000,0.000000,156.209991,0.000000,207.409988,501.089996,0.000000,-15.440000,-0.082711,0.877701,0.000542,0.472017,-0.518800,5.475400,0.005100
108,True,True,0.000000,0.000000,160.389999,0.000000,207.279999,501.089996,0.000000,-15.450000,-0.084022,0.891464,0.000542,0.445232,-0.518800,5.475400,0.005100
109,True,True,0.000000,0.000000,164.569992,0.000000,207.149994,501.089996,0.000000,-15.450000,-0.085257,0.904418,0.000542,0.418042,-0.518800,5.475400,0.005100
110,True,True,0.000000,0.000000,168.750000,0.000000,207.019989,501.089996,0.000000,-15.450000,-0.086417,0.916549,0.000542,0.390474,-0.518800,5.475400,0.005100
111,True,True,0.000000,0.000000,172.929993,0.000000,206.889999,501.089996,0.000000,-15.450000,-0.087496,0.927848,0.000542,0.362551,-0.518800,5.475400,0.005100
112,True,True,0.000000,0.000000,177.110001,0.000000,206.759995,501.089996,0.000000,-15.450000,-0.088499,0.938303,0.000542,0.334298,-0.518800,5.475400,0.005100
113,True,True,0.000000,0.000000,181.289993,0.000000,206.629990,501.089996,0.000000,-15.450000,-0.089422,0.947907,0.000537,0.305738,-0.518800,5.475400,0.005100
114,True,True,0.000000,0.000000,185.470001,0.000000,206.500000,501.089996,0.000000,-15.450000,-0.090263,0.956649,0.000531,0.276902,-0.518800,5.475400,0.005100
115,True,True,0.000000,0.000000,189.649994,0.000000,206.369995,501.089996,0.000000,-15.450000,-0.091019,0.964522,0.000526,0.247814,-0.518800,5.475400,0.005100
116,True,True,0.000000,0.000000,193.830002,0.000000,206.239990,501.089996,0.000000,-15.450000,-0.091693,0.971518,0.000521,0.218504,-0.518800,5.475400,0.005100
117,True,True,0.000000,0.000000,198.009995,0.000000,206.110001,501.089996,0.000000,-15.450000,-0.092286,0.977632,0.000515,0.188994,-0.518800,5.475400,0.005100
118,True,True,0.000000,0.000000,202.190002,0.000000,205.979996,501.089996,0.000000,-15.450000,-0.092794,0.982857,0.000510,0.159312,-0.518800,5.475400,0.005100
119,True,True,0.000000,0.000000,206.369995,0.000000,205.849991,501.089996,0.000000,-15.450000,-0.093214,0.987190,0.000504,0.129484,-0.518800,5.475400,0.005100
120,True,True,0.000000,0.000000,210.549988,0.000000,205.720001,501.089996,0.000000,-15.450000,-0.093554,0.990626,0.000499,0.099537,-0.518800,5.475400,0.005100
121,True,True,0.000000,0.000000,214.729996,0.000000,205.589996,501.089996,0.000000,-15.450000,-0.093808,0.993161,0.000494,0.069504,-0.518800,5.475400,0.005100
122,True,True,0.000000,0.000000,218.909988,0.000000,205.459991,501.089996,0.000000,-15.450000,-0.093975,0.994794,0.000488,0.039406,-0.518800,5.475400,0.005100
123,True,True,0.000000,0.000000,223.089996,0.000000,205.330002,501.089996,0.000000,-15.450000,-0.094056,0.995524,0.000483,0.009271,-0.518800,5.475400,0.005100
124,True,True,0.000000,0.000000,227.269989,0.000000,205.199997,501.089996,0.000000,-15.450000,-0.094051,0.995348,0.000477,-0.020870,-0.518800,5.475400,0.005100
125,True,True,0.000000,0.000000,231.449997,0.000000,205.069992,501.089996,0.000000,-15.450000,-0.093964,0.994269,0.000467,-0.050995,-0.518700,5.475400,0.005100
126,True,True,0.000000,0.000000,235.629990,0.000000,204.940002,501.089996,0.000000,-15.450000,-0.093792,0.992285,0.000456,-0.081071,-0.518700,5.475400,0.005100
127,True,True,0.000000,0.000000,239.809998,0.000000,204.809998,501.089996,0.000000,-15.450000,-0.093533,0.989401,0.000445,-0.111077,-0.518700,5.475400,0.005100
128,True,True,0.000000,0.000000,243.989990,0.000000,204.679993,501.089996,0.000000,-15.450000,-0.093187,0.985617,0.000434,-0.140980,-0.518700,5.475400,0.005100
129,True,True,0.000000,0.000000,248.169998,0.000000,204.550003,501.089996,0.000000,-15.450000,-0.092761,0.980937,0.000423,-0.170754,-0.518700,5.475400,0.005100
130,True,True,0.000000,0.000000,252.349991,0.000000,204.419998,501.089996,0.000000,-15.450000,-0.092249,0.975367,0.000413,-0.200372,-0.518700,5.475400,0.005100
131,True,True,0.000000,0.000000,256.529999,0.000000,204.289993,501.089996,0.000000,-15.450000,-0.091650,0.968910,0.000402,-0.229811,-0.518700,5.475400,0.005100
132,True,True,0.000000,0.000000,260.709991,0.000000,204.159988,501.089996,0.000000,-15.450000,-0.090970,0.961573,0.000391,-0.259040,-0.518700,5.475400,0.005100
133,True,True,0.000000,0.000000,264.889984,0.000000,204.029999,501.089996,0.000000,-15.450000,-0.090209,0.953362,0.000380,-0.288032,-0.518700,5.475400,0.005100
134,True,True,0.000000,0.000000,269.070007,0.000000,203.899994,501.089996,0.000000,-15.450000,-0.089362,0.944285,0.000370,-0.316765,-0.518700,5.475400,0.005100
135,True,True,0.000000,0.000000,273.250000,0.000000,203.769989,501.089996,0.000000,-15.450000,-0.088435,0.934351,0.000359,-0.345206,-0.518700,5.475400,0.005100
136,True,True,0.000000,0.000000,277.429993,0.000000,203.639999,501.089996,0.000000,-15.450000,-0.087431,0.923567,0.000348,-0.373335,-0.518600,5.475400,0.005100
137,True,True,0.000000,0.000000,281.609985,0.000000,203.509995,501.089996,0.000000,-15.450000,-0.086347,0.911945,0.000337,-0.401123,-0.518600,5.475400,0.005100
138,True,True,0.000000,0.000000,285.790009,0.000000,203.379990,501.089996,0.000000,-15.450000,-0.085181,0.899493,0.000326,-0.428551,-0.518600,5.475400,0.005100
139,True,True,0.000000,0.000000,289.970001,0.000000,203.250000,501.089996,0.000000,-15.450000,-0.083941,0.886223,0.000316,-0.455590,-0.518600,5.475400,0.005100
140,True,True,0.000000,0.000000,294.149994,0.000000,203.119995,501.089996,0.000000,-15.450000,-0.082624,0.872149,0.000305,-0.482213,-0.518600,5.475400,0.005100
141,True,True,0.000000,0.000000,298.329987,0.000000,202.989990,501.089996,0.000000,-15.450000,-0.081232,0.857281,0.000294,-0.508399,-0.518600,5.475400,0.005100
142,True,True,0.000000,0.000000,302.509979,0.000000,202.860001,501.089996,0.000000,-15.450000,-0.079765,0.841636,0.000283,-0.534122,-0.518600,5.475400,0.005100
143,True,True,0.000000,0.000000,306.690002,0.000000,202.729996,501.089996,0.000000,-15.450000,-0.078228,0.825226,0.000267,-0.559359,-0.518600,5.475400,0.005100
144,True,True,0.000000,0.000000,310.869995,0.000000,202.599991,501.089996,0.000000,-15.450000,-0.076620,0.808065,0.000251,-0.584089,-0.518600,5.475400,0.005100
145,True,True,0.000000,0.000000,315.049988,0.000000,202.470001,501.089996,0.000000,-15.450000,-0.074942,0.790169,0.000235,-0.608290,-0.518600,5.475400,0.005100
146,True,True,0.000000,0.000000,319.229980,0.000000,202.339996,501.089996,0.000000,-15.450000,-0.073194,0.771557,0.000218,-0.631935,-0.518600,5.475400,0.005100
147,True,True,0.000000,0.000000,323.410004,0.000000,202.209991,501.089996,0.000000,-15.450000,-0.071382,0.752242,0.000202,-0.655009,-0.518600,5.475400,0.005100
148,True,True,0.000000,0.000000,327.589996,0.000000,202.080002,501.089996,0.000000,-15.450000,-0.069504,0.732246,0.000186,-0.677484,-0.518600,5.475400,0.005100
149,True,True,0.000000,0.000000,331.769989,0.000000,201.949997,501.089996,0.000000,-15.450000,-0.067562,0.711585,0.000170,-0.699344,-0.518600,5.475400,0.005100
150,True,True,0.000000,0.000000,335.949982,0.000000,201.779999,501.089996,0.000000,-20.859999,0.066105,-0.695837,-0.000132,0.715151,-0.506200,5.343300,0.013100
151,True,True,0.000000,0.000000,340.130005,0.000000,201.559998,501.089996,0.000000,-26.269999,0.064676,-0.680127,-0.000073,0.730236,-0.493800,5.214400,0.020600
152,True,True,0.000000,0.000000,344.309998,0.000000,201.300003,501.089996,0.000000,-31.679998,0.063273,-0.664482,0.000003,0.744621,-0.481300,5.088700,0.027600
153,True,True,0.000000,0.000000,348.489990,0.000000,200.989990,501.089996,0.000000,-37.090000,0.061897,-0.648924,0.000100,0.758332,-0.468900,4.966100,0.034100
154,True,True,0.000000,0.000000,352.669983,0.000000,200.639999,501.089996,0.000000,-42.500000,0.060554,-0.633467,0.000213,0.771396,-0.456500,4.846500,0.040100
155,True,True,0.000000,0.000000,356.850006,0.000000,200.239990,501.089996,0.000000,-47.910000,0.059238,-0.618130,0.000337,0.783841,-0.444200,4.729800,0.045700
156,True,True,0.000000,0.000000,361.029999,0.000000,199.800003,501.089996,0.000000,-53.320000,0.057954,-0.602927,0.000477,0.795688,-0.432000,4.615900,0.050800
157,True,True,0.000000,0.000000,365.209991,0.000000,199.309998,501.089996,0.000000,-58.730000,0.056702,-0.587870,0.000628,0.806965,-0.419900,4.504800,0.055500
158,True,True,0.000000,0.000000,369.389984,0.000000,198.779999,501.089996,0.000000,-64.139999,0.055478,-0.572975,0.000790,0.817692,-0.407900,4.396400,0.059800
159,True,True,0.000000,0.000000,373.569977,0.000000,198.199997,501.089996,0.000000,-69.549995,0.054285,-0.558248,0.000963,0.827896,-0.396100,4.290600,0.063700
160,True,True,0.000000,0.000000,377.750000,0.000000,197.580002,501.089996,0.000000,-74.959999,0.053125,-0.543703,0.001141,0.837594,-0.384500,4.187400,0.067200
161,True,True,0.000000,0.000000,381.929993,0.000000,196.909988,501.089996,0.000000,-80.369995,0.051993,-0.529342,0.001330,0.846813,-0.373100,4.086700,0.070300
162,True,True,0.000000,0.000000,386.109985,0.000000,196.199997,501.089996,0.000000,-85.779999,0.050892,-0.515181,0.001524,0.855568,-0.361900,3.988400,0.073100
163,True,True,0.000000,0.000000,390.289978,0.000000,195.440002,501.089996,0.000000,-91.189995,0.049824,-0.501219,0.001724,0.863883,-0.350900,3.892500,0.075600
