frame,input.bJump,input.bJumped,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
27,True,True,0.760000,0.000000,103.110001,3.760000,0.000000,429.029999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
28,True,True,0.790000,0.000000,106.639999,3.760000,0.000000,423.609985,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
29,True,True,0.820000,0.000000,110.119995,3.760000,0.000000,418.190002,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
30,True,True,0.850000,0.000000,113.559998,3.760000,0.000000,412.769989,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
31,True,True,0.880000,0.000000,116.949997,3.760000,0.000000,407.350006,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
32,True,True,0.910000,0.000000,120.299995,3.760000,0.000000,401.929993,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
33,True,True,0.940000,0.000000,123.599998,3.760000,0.000000,396.509979,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
34,True,True,0.970000,0.000000,126.860001,3.760000,0.000000,391.089996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
35,True,True,1.000000,0.000000,130.069992,3.760000,0.000000,385.669983,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
36,True,True,1.030000,0.000000,133.239990,3.760000,0.000000,380.250000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
37,True,True,1.060000,0.000000,136.360001,3.760000,0.000000,374.829987,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
38,True,True,1.090000,0.000000,139.440002,3.760000,0.000000,369.410004,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
39,True,True,1.120000,0.000000,142.470001,3.760000,0.000000,363.989990,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
40,True,True,1.150000,0.000000,145.459991,3.760000,0.000000,358.569977,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
41,True,True,1.180000,0.000000,148.399994,3.760000,0.000000,353.149994,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
42,True,True,1.210000,0.000000,151.300003,3.760000,0.000000,347.729980,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
43,True,True,1.240000,0.000000,154.149994,3.760000,0.000000,342.309998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
44,True,True,1.270000,0.000000,156.959991,3.760000,0.000000,336.889984,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
45,True,True,1.300000,0.000000,159.720001,3.760000,0.000000,331.470001,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
46,True,True,1.330000,0.000000,162.440002,3.760000,0.000000,326.049988,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
47,True,True,1.360000,0.000000,165.110001,3.760000,0.000000,320.630005,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
48,True,True,1.390000,0.000000,167.739990,3.760000,0.000000,315.209991,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
49,True,True,1.420000,0.000000,170.319992,3.760000,0.000000,309.789978,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
50,True,True,1.450000,0.000000,172.860001,3.760000,0.000000,304.369995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
51,True,True,1.480000,0.000000,175.349991,3.760000,0.000000,298.949982,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
52,True,True,1.510000,0.000000,177.800003,3.760000,0.000000,293.529999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
53,True,True,1.540000,0.000000,180.199997,3.760000,0.000000,288.109985,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
54,True,True,1.570000,0.000000,182.559998,3.760000,0.000000,282.690002,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
55,True,True,1.600000,0.000000,184.869995,3.760000,0.000000,277.269989,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
56,True,True,1.630000,0.000000,187.139999,3.760000,0.000000,271.850006,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
57,True,True,1.660000,0.000000,189.360001,3.760000,0.000000,266.429993,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
58,True,True,1.690000,0.000000,191.539993,3.760000,0.000000,261.009979,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
59,True,True,1.720000,0.000000,193.669998,3.760000,0.000000,255.589996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
60,True,True,1.750000,0.000000,195.750000,3.760000,0.000000,250.169998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
61,True,True,1.780000,0.000000,197.789993,3.760000,0.000000,244.750000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
62,True,True,1.810000,0.000000,199.779999,3.760000,0.000000,239.330002,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
63,True,True,1.840000,0.000000,201.729996,3.760000,0.000000,233.909988,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
64,True,True,1.870000,0.000000,203.629990,3.760000,0.000000,228.489990,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
65,True,True,1.900000,0.000000,205.489990,3.760000,0.000000,223.069992,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
66,True,True,1.930000,0.000000,207.299988,3.760000,0.000000,217.649994,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
67,True,True,1.960000,0.000000,209.069992,3.760000,0.000000,212.229996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
68,True,True,1.990000,0.000000,210.789993,3.760000,0.000000,206.809998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
69,True,True,2.020000,0.000000,212.470001,3.760000,0.000000,201.389999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
70,True,True,2.050000,0.000000,214.099991,3.760000,0.000000,195.970001,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
71,True,True,2.080000,0.000000,215.690002,3.760000,0.000000,190.550003,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
72,True,True,2.110000,0.000000,217.229996,3.760000,0.000000,185.129990,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
73,True,True,2.140000,0.000000,218.729996,3.760000,0.000000,179.709991,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
74,True,True,2.170000,0.000000,220.179993,3.760000,0.000000,174.289993,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
75,True,True,2.200000,0.000000,221.589996,3.760000,0.000000,168.869995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
76,True,True,2.230000,0.000000,222.949997,3.760000,0.000000,163.449997,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
77,True,True,2.260000,0.000000,224.269989,3.760000,0.000000,158.029999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
78,True,True,2.290000,0.000000,225.539993,3.760000,0.000000,152.610001,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
79,True,True,2.320000,0.000000,226.769989,3.760000,0.000000,147.190002,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
80,True,True,2.350000,0.000000,227.949997,3.760000,0.000000,141.770004,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
81,True,True,2.380000,0.000000,229.089996,3.760000,0.000000,136.349991,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
82,True,True,2.410000,0.000000,230.179993,3.760000,0.000000,130.929993,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
83,True,True,2.440000,0.000000,231.229996,3.760000,0.000000,125.509995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
84,True,True,2.470000,0.000000,232.229996,3.760000,0.000000,120.089996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
85,True,True,2.500000,0.000000,233.189987,3.760000,0.000000,114.669998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
86,True,True,2.530000,0.000000,234.099991,3.760000,0.000000,109.250000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
87,True,True,2.560000,0.000000,234.970001,3.760000,0.000000,103.829994,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
88,True,True,2.590000,0.000000,235.789993,3.760000,0.000000,98.409996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
89,True,True,2.620000,0.000000,236.559998,3.760000,0.000000,92.989998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
90,True,True,2.650000,0.000000,237.289993,3.760000,0.000000,87.570000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
91,True,True,2.680000,0.000000,237.970001,3.760000,0.000000,82.150002,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
92,True,True,2.710000,0.000000,238.610001,3.760000,0.000000,76.729996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
93,True,True,2.740000,0.000000,239.199997,3.760000,0.000000,71.309998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
94,True,True,2.770000,0.000000,239.750000,3.760000,0.000000,65.889999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
95,True,True,2.800000,0.000000,240.250000,3.760000,0.000000,60.469997,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
96,True,True,2.830000,0.000000,240.709991,3.760000,0.000000,55.049999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
97,True,True,2.860000,0.000000,241.119995,3.760000,0.000000,49.629997,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
98,True,True,2.890000,0.000000,241.489990,3.760000,0.000000,44.209999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
99,True,True,2.920000,0.000000,241.809998,3.760000,0.000000,38.790001,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
100,True,True,2.950000,0.000000,242.089996,3.760000,0.000000,33.369999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
101,True,True,2.980000,0.000000,242.319992,3.760000,0.000000,27.949999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
102,True,True,3.010000,0.000000,242.509995,3.760000,0.000000,22.529999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
103,True,True,3.040000,0.000000,242.649994,3.760000,0.000000,17.109999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
104,True,True,3.070000,0.000000,242.750000,3.760000,0.000000,11.690000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
105,True,True,3.100000,0.000000,242.799988,3.760000,0.000000,6.270000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
106,True,True,3.130000,0.000000,242.809998,3.760000,0.000000,0.850000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
107,True,True,3.160000,0.000000,242.769989,3.760000,0.000000,-4.560000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
108,True,True,3.190000,0.000000,242.689987,3.760000,0.000000,-9.969999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
109,True,True,3.220000,0.000000,242.559998,3.760000,0.000000,-15.380000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
110,True,True,3.250000,0.000000,242.389999,3.760000,0.000000,-20.789999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
111,True,True,3.280000,0.000000,242.169998,3.760000,0.000000,-26.199999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
112,True,True,3.310000,0.000000,241.909988,3.760000,0.000000,-31.609999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
113,True,True,3.340000,0.000000,241.599991,3.760000,0.000000,-37.020000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
114,True,True,3.370000,0.000000,241.250000,3.760000,0.000000,-42.430000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
115,True,True,3.400000,0.000000,240.849991,3.760000,0.000000,-47.840000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
116,True,True,3.430000,0.000000,240.409988,3.760000,0.000000,-53.250000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
117,True,True,3.460000,0.000000,239.919998,3.760000,0.000000,-58.660000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
118,True,True,3.490000,0.000000,239.389999,3.760000,0.000000,-64.070000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
119,True,True,3.520000,0.000000,238.809998,3.760000,0.000000,-69.479996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
120,True,True,3.550000,0.000000,238.189987,3.760000,0.000000,-74.889999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
121,True,True,3.580000,0.000000,237.519989,3.760000,0.000000,-80.299995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
122,True,True,3.610000,0.000000,236.809998,3.760000,0.000000,-85.709999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
123,True,True,3.640000,0.000000,236.049988,3.760000,0.000000,-91.119995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
124,True,True,3.670000,0.000000,235.250000,3.760000,0.000000,-96.529999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
125,True,True,3.700000,0.000000,234.399994,3.760000,0.000000,-101.939995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
126,True,True,3.730000,0.000000,233.509995,3.760000,0.000000,-107.349998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
127,True,True,3.760000,0.000000,232.569992,3.760000,0.000000,-112.759995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
128,True,True,3.790000,0.000000,231.589996,3.760000,0.000000,-118.169998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
129,True,True,3.820000,0.000000,230.559998,3.760000,0.000000,-123.579994,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
130,True,True,3.850000,0.000000,229.489990,3.760000,0.000000,-128.989990,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
131,True,True,3.880000,0.000000,228.369995,3.760000,0.000000,-134.399994,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
132,True,True,3.910000,0.000000,227.199997,3.760000,0.000000,-139.809998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
133,True,True,3.940000,0.000000,225.989990,3.760000,0.000000,-145.220001,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
134,True,True,3.970000,0.000000,224.729996,3.760000,0.000000,-150.629990,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
135,True,True,4.000000,0.000000,223.429993,3.760000,0.000000,-156.039993,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
136,True,True,4.030000,0.000000,222.080002,3.760000,0.000000,-161.449997,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
137,True,True,4.060000,0.000000,220.690002,3.760000,0.000000,-166.860001,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
138,True,True,4.090000,0.000000,219.250000,3.760000,0.000000,-172.269989,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
139,True,True,4.120000,0.000000,217.769989,3.760000,0.000000,-177.679993,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
140,True,True,4.150000,0.000000,216.239990,3.760000,0.000000,-183.089996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
141,True,True,4.180000,0.000000,214.669998,3.760000,0.000000,-188.500000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
142,True,True,4.210000,0.000000,213.049988,3.760000,0.000000,-193.909988,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
143,True,True,4.240000,0.000000,211.389999,3.760000,0.000000,-199.319992,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
144,True,True,4.270000,0.000000,209.679993,3.760000,0.000000,-204.729996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
145,True,True,4.300000,0.000000,207.929993,3.760000,0.000000,-210.139999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
146,True,True,4.330000,0.000000,206.129990,3.760000,0.000000,-215.549988,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
147,True,True,4.360000,0.000000,204.289993,3.760000,0.000000,-220.959991,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
148,True,True,4.390000,0.000000,202.399994,3.760000,0.000000,-226.369995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
149,True,True,4.420000,0.000000,200.470001,3.760000,0.000000,-231.779999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
150,True,True,4.450000,0.000000,198.489990,3.760000,0.000000,-237.189987,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
151,True,True,4.480000,0.000000,196.470001,3.760000,0.000000,-242.599991,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
152,True,True,4.510000,0.000000,194.399994,3.760000,0.000000,-248.009995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
153,True,True,4.540000,0.000000,192.289993,3.760000,0.000000,-253.419998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
154,True,True,4.570000,0.000000,190.129990,3.760000,0.000000,-258.829987,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
155,True,True,4.600000,0.000000,187.929993,3.760000,0.000000,-264.239990,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
156,True,True,4.630000,0.000000,185.679993,3.760000,0.000000,-269.649994,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
157,True,True,4.660000,0.000000,183.389999,3.760000,0.000000,-275.059998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
158,True,True,4.690000,0.000000,181.050003,3.760000,0.000000,-280.470001,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
159,True,True,4.720000,0.000000,178.669998,3.760000,0.000000,-285.880005,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
160,True,True,4.750000,0.000000,176.239990,3.760000,0.000000,-291.290009,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
161,True,True,4.780000,0.000000,173.769989,3.760000,0.000000,-296.699982,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
162,True,True,4.810000,0.000000,171.250000,3.760000,0.000000,-302.109985,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
163,True,True,4.840000,0.000000,168.690002,3.760000,0.000000,-307.519989,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
164,True,True,4.870000,0.000000,166.080002,3.760000,0.000000,-312.929993,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
165,True,True,4.900000,0.000000,163.429993,3.760000,0.000000,-318.339996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
166,True,True,4.930000,0.000000,160.729996,3.760000,0.000000,-323.750000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
167,True,True,4.960000,0.000000,157.989990,3.760000,0.000000,-329.160004,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
168,True,True,4.990000,0.000000,155.199997,3.760000,0.000000,-334.570007,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
169,True,True,5.020000,0.000000,152.369995,3.760000,0.000000,-339.979980,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
170,True,True,5.050000,0.000000,149.489990,3.760000,0.000000,-345.389984,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
171,True,True,5.080000,0.000000,146.569992,3.760000,0.000000,-350.799988,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
172,True,True,5.110000,0.000000,143.599991,3.760000,0.000000,-356.209991,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
173,True,True,5.140000,0.000000,140.589996,3.760000,0.000000,-361.619995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
174,True,True,5.170000,0.000000,137.529999,3.760000,0.000000,-367.029999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
175,True,True,5.200000,0.000000,134.429993,3.760000,0.000000,-372.440002,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
176,True,True,5.230000,0.000000,131.279999,3.760000,0.000000,-377.850006,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
177,True,True,5.260000,0.000000,128.089996,3.760000,0.000000,-383.259979,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
178,True,True,5.290000,0.000000,124.849998,3.760000,0.000000,-388.669983,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
179,True,True,5.320000,0.000000,121.570000,3.760000,0.000000,-394.079987,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
180,True,True,5.350000,0.000000,118.239998,3.760000,0.000000,-399.489990,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
181,True,True,5.380000,0.000000,114.869995,3.760000,0.000000,-404.899994,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
182,True,True,5.410000,0.000000,111.449997,3.760000,0.000000,-410.309998,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
183,True,True,5.440000,0.000000,107.989998,3.760000,0.000000,-415.720001,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
184,True,True,5.470000,0.000000,104.479996,3.760000,0.000000,-421.130005,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
185,True,True,5.500000,0.000000,100.930000,3.760000,0.000000,-426.539978,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
186,True,True,5.530000,0.000000,97.329994,3.760000,0.000000,-431.949982,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
187,True,True,5.560000,0.000000,93.689995,3.760000,0.000000,-437.359985,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
188,True,True,5.590000,0.000000,90.000000,3.760000,0.000000,-442.769989,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
189,True,True,5.620000,0.000000,86.269997,3.760000,0.000000,-448.179993,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
190,True,True,5.650000,0.000000,82.489998,3.760000,0.000000,-453.589996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
